jiscode	name	namekana	building	zipcode	address	tel	source	lat	lon	note
20207	須坂市	すざかし	須坂市役所	382-8511	須坂市大字須坂1528-1	026-245-1400	数値地図	36.651117	138.307275	
20208	小諸市	こもろし	小諸市役所	384-8501	小諸市相生町3-3-3	0267-22-1700	数値地図	36.326874	138.426021	
20209	伊那市	いなし	伊那市役所	396-8617	伊那市下新田3050	0265-78-4111	数値地図	35.827478	137.954083	
20210	駒ヶ根市	こまがねし	駒ヶ根市役所	399-4192	駒ヶ根市赤須町20-1	0265-83-2111	数値地図	35.728861	137.933993	
20211	中野市	なかのし	中野市役所	383-8614	中野市三好町1-3-19	0269-22-2111	数値地図	36.742027	138.36947	
20212	大町市	おおまちし	大町市役所	398-8601	大町市大町3887	0261-22-0420	数値地図	36.502976	137.851169	
20213	飯山市	いいやまし	飯山市役所	389-2292	飯山市大字飯山1110-1	0269-62-3111	数値地図	36.851745	138.365498	
20214	茅野市	ちのし	茅野市役所	391-8501	茅野市塚原2-6-1	0266-72-2101	数値地図	35.995571	138.158896	
20215	塩尻市	しおじりし	塩尻市役所	399-0786	塩尻市大門7番町3-3	0263-52-0280	数値地図	36.11502	137.95338	
20217	佐久市	さくし	佐久市役所	385-8501	佐久市中込3056	0267-62-2111	数値地図	36.248788	138.476831	
20218	千曲市	ちくまし	千曲市役所	387-8511	千曲市杭瀬下2丁目1番地	026-273-1111	地理院地図	36.530707	138.114895	2019/8新庁舎
20219	東御市	とうみし	東御市役所	389-0592	東御市県281-2	0268-62-1111	数値地図	36.35955	138.330295	
20220	安曇野市	あづみのし	安曇野市役所	399-8281	安曇野市豊科6000	0263-71-2000	地理院地図	36.303933	137.905755	
20303	小海町	こうみまち	小海町役場	384-1192	南佐久郡小海町大字豊里57-1	0267-92-2525	数値地図画像	36.095241	138.483515	
20304	川上村	かわかみむら	川上村役場	384-1405	南佐久郡川上村大字大深山525	0267-97-2121	数値地図	35.975487	138.578605	
20305	南牧村	みなみまきむら	南牧村役場	384-1302	南佐久郡南牧村大字海ノ口1051	0267-96-2211	数値地図	36.020907	138.492185	
20306	南相木村	みなみあいきむら	南相木村役場	384-1211	南佐久郡南相木村3525-1	0267-78-2121	数値地図画像	36.036072	138.54689	
20307	北相木村	きたあいきむら	北相木村役場	384-1201	南佐久郡北相木村2744	0267-77-2111	数値地図	36.059195	138.551203	
20309	佐久穂町	さくほまち	佐久穂町役場	384-0697	南佐久郡佐久穂町大字高野町569	0267-86-2525	数値地図	36.16098	138.483425	
20321	軽井沢町	かるいざわまち	軽井沢町役場	389-0192	北佐久郡軽井沢町大字長倉2381-1	0267-45-8111	数値地図	36.34831	138.596966	
20323	御代田町	みよたまち	御代田町役場	389-0292	北佐久郡御代田町大字馬瀬口1794-6	0267-32-3111	地理院地図	36.322732	138.506505	
20324	立科町	たてしなまち	立科町役場	384-2305	北佐久郡立科町大字芦田2532	0267-56-2311	数値地図	36.272089	138.315991	
20349	青木村	あおきむら	青木村役場	386-1601	小県郡青木村大字田沢111	0268-49-0111	数値地図	36.369998	138.128698	
20350	長和町	ながわまち	長和町役場	386-0603	小県郡長和町古町4247-1	0268-68-3111	地理院地図	36.269903	138.258071	
20361	下諏訪町	しもすわまち	下諏訪町役場	393-8501	諏訪郡下諏訪町4613-8	0266-27-1111	数値地図画像	36.069577	138.080068	
20362	富士見町	ふじみまち	富士見町役場	399-0292	諏訪郡富士見町落合10777	0266-62-2250	数値地図	35.914652	138.24074	
20363	原村	はらむら	原村役場	391-0192	諏訪郡原村6549-1	0266-79-2111	数値地図画像	35.964354	138.217471	
20382	辰野町	たつのまち	辰野町役場	399-0493	上伊那郡辰野町中央1	0266-41-1111	数値地図	35.982413	137.987428	
20383	箕輪町	みのわまち	箕輪町役場	399-4695	上伊那郡箕輪町大字中箕輪10298	0265-79-3111	数値地図	35.91502	137.981992	
20384	飯島町	いいじままち	飯島町役場	399-3797	上伊那郡飯島町飯島2537	0265-86-3111	数値地図	35.676622	137.919523	
20385	南箕輪村	みなみみのわむら	南箕輪村役場	399-4592	上伊那郡南箕輪村4825-1	0265-72-2104	数値地図画像	35.872853	137.975084	
20386	中川村	なかがわむら	中川村役場	399-3892	上伊那郡中川村大草4045-1	0265-88-3001	数値地図	35.634617	137.945961	
20388	宮田村	みやだむら	宮田村役場	399-4392	上伊那郡宮田村98	0265-85-3181	数値地図	35.768882	137.944209	
20402	松川町	まつかわまち	松川町役場	399-3303	下伊那郡松川町元大島3823	0265-36-3111	数値地図	35.597231	137.909667	
20403	高森町	たかもりまち	高森町役場	399-3193	下伊那郡高森町下市田2183-1	0265-35-3111	数値地図	35.551542	137.878519	
20404	阿南町	あなんちょう	阿南町役場	399-1511	下伊那郡阿南町東條58-1	0260-22-2141	数値地図	35.32362	137.81609	
20407	阿智村	あちむら	阿智村役場	395-0303	下伊那郡阿智村駒場483	0265-43-2220	数値地図	35.443791	137.747444	
20409	平谷村	ひらやむら	平谷村役場	395-0601	下伊那郡平谷村354	0265-48-2211	数値地図画像	35.323279	137.630083	
20410	根羽村	ねばむら	根羽村役場	395-0701	下伊那郡根羽村2131-1	0265-49-2111	地理院地図	35.255296	137.581784	
20411	下條村	しもじょうむら	下條村役場	399-2101	下伊那郡下條村睦沢8801-1	0260-27-2311	数値地図	35.39733	137.785926	
20412	売木村	うるぎむら	売木村役場	399-1689	下伊那郡売木村968-1	0260-28-2311	数値地図	35.271068	137.711191	
20413	天龍村	てんりゅうむら	天龍村役場	399-1201	下伊那郡天龍村平岡878	0260-32-2001	数値地図	35.276307	137.854244	
20414	泰阜村	やすおかむら	泰阜村役場	399-1895	下伊那郡泰阜村3236-1	0260-26-2111	数値地図画像	35.377434	137.846157	
20415	喬木村	たかぎむら	喬木村役場	395-1107	下伊那郡喬木村6664	0265-33-2001	数値地図	35.513823	137.873751	
20416	豊丘村	とよおかむら	豊丘村役場	399-3295	下伊那郡豊丘村大字神稲3120	0265-35-3311	数値地図	35.551497	137.895791	
20417	大鹿村	おおしかむら	大鹿村役場	399-3502	下伊那郡大鹿村大字大河原354	0265-39-2001	数値地図	35.578234	138.034044	
20422	上松町	あげまつまち	上松町役場	399-5603	木曽郡上松町駅前通り2-13	0264-52-2001	数値地図	35.78402	137.694153	
20423	南木曽町	なぎそまち	南木曽町役場	399-5301	木曽郡南木曽町大字読書3668-1	0264-57-2001	数値地図	35.603787	137.608936	
20425	木祖村	きそむら	木祖村役場	399-6201	木曽郡木祖村薮原1191-1	0264-36-2001	数値地図	35.936307	137.783163	
20429	王滝村	おうたきむら	王滝村役場	397-0201	木曽郡王滝村3623	0264-48-2001	数値地図	35.809343	137.551076	
20430	大桑村	おおくわむら	大桑村役場	399-5503	木曽郡大桑村大字長野2778	0264-55-3080	数値地図	35.682834	137.664938	
20432	木曽町	きそまち	木曽町役場	397-8588	木曽郡木曽町福島2326-6	0264-22-3000	数値地図画像	35.842455	137.691534	
20446	麻績村	おみむら	麻績村役場	399-7701	東筑摩郡麻績村麻3837	0263-67-3001	数値地図	36.456086	138.045267	
20448	生坂村	いくさかむら	生坂村役場	399-7201	東筑摩郡生坂村5493-2	0263-69-3111	数値地図画像	36.425234	137.927484	
20450	山形村	やまがたむら	山形村役場	390-1392	東筑摩郡山形村2030-1	0263-98-3111	数値地図画像	36.168104	137.87897	
20451	朝日村	あさひむら	朝日村役場	390-1188	東筑摩郡朝日村大字古見1555-1	0263-99-2001	Google Maps	36.129115	137.867267	
20452	筑北村	ちくほくむら	筑北村役場	399-7501	東筑摩郡筑北村西条4195	0263-66-2111	地理院地図	36.402654	138.011775	
20481	池田町	いけだまち	池田町役場	399-8696	北安曇郡池田町大字池田3203-6	0261-62-3131	数値地図	36.421368	137.874499	
20482	松川村	まつかわむら	松川村役場	399-8501	北安曇郡松川村76-5	0261-62-3111	数値地図画像	36.424045	137.854556	
20485	白馬村	はくばむら	白馬村役場	399-9393	北安曇郡白馬村大字北城7025	0261-72-5000	数値地図	36.69807	137.861969	
20486	小谷村	おたりむら	小谷村役場	399-9494	北安曇郡小谷村大字中小谷丙131	0261-82-2001	数値地図	36.779206	137.908305	
20521	坂城町	さかきまち	坂城町役場	389-0692	埴科郡坂城町大字坂城10050	0268-82-3111	数値地図	36.461839	138.180106	
20541	小布施町	おぶせまち	小布施町役場	381-0297	上高井郡小布施町大字小布施1491-2	026-247-3111	数値地図	36.697478	138.312146	
20543	高山村	たかやまむら	高山村役場	382-8510	上高井郡高山村大字高井4972	026-245-1100	数値地図	36.67977	138.363261	
20561	山ノ内町	やまのうちまち	山ノ内町役場	381-0498	下高井郡山ノ内町大字平穏3352-1	0269-33-3111	数値地図	36.744606	138.412621	
20562	木島平村	きじまだいらむら	木島平村役場	389-2392	下高井郡木島平村大字往郷914-6	0269-82-3111	Google Maps	36.857947	138.406966	2019/12新庁舎
20563	野沢温泉村	のざわおんせんむら	野沢温泉村役場	389-2592	下高井郡野沢温泉村大字豊郷9817	0269-85-3111	数値地図	36.922728	138.440456	
20583	信濃町	しなのまち	信濃町役場	389-1392	上水内郡信濃町大字柏原428-2	026-255-3111	数値地図	36.806379	138.206991	
20588	小川村	おがわむら	小川村役場	381-3302	上水内郡小川村大字高府8800-8	026-269-2323	数値地図	36.617135	137.974801	
20590	飯綱町	いいづなまち	飯綱町役場	389-1293	上水内郡飯綱町大字牟礼2795-1	026-253-2511	数値地図	36.754661	138.23553	
20602	栄村	さかえむら	栄村役場	389-2792	下水内郡栄村大字北信3433	0269-87-3111	数値地図	36.987481	138.577359	
21000	岐阜県	ぎふけん	岐阜県庁	500-8570	岐阜市藪田南2-1-1	058-272-1111	地理院地図	35.391111	136.722222	
21201	岐阜市	ぎふし	岐阜市役所	500-8701	岐阜市今沢町18	058-265-4141	数値地図	35.423301	136.760657	
21202	大垣市	おおがきし	大垣市役所	503-8601	大垣市丸の内2-29	0584-81-4111	数値地図	35.359365	136.612753	
21203	高山市	たかやまし	高山市役所	506-8555	高山市花岡町2-18	0577-32-3333	数値地図	36.146093	137.252206	
21204	多治見市	たじみし	多治見市役所	507-8703	多治見市日ノ出町2-15	0572-22-1111	数値地図	35.332773	137.132078	
21205	関市	せきし	関市役所	501-3894	関市若草通3-1	0575-22-3131	数値地図	35.495777	136.917895	
21206	中津川市	なかつがわし	中津川市役所	508-8501	中津川市かやの木町2-1	0573-66-1111	数値地図	35.487493	137.500616	
21207	美濃市	みのし	美濃市役所	501-3792	美濃市1350	0575-33-1122	数値地図	35.544713	136.90757	
21208	瑞浪市	みずなみし	瑞浪市役所	509-6195	瑞浪市上平町1-1	0572-68-2111	数値地図	35.36174	137.254639	
21209	羽島市	はしまし	羽島市役所	501-6292	羽島市竹鼻町55	058-392-1111	数値地図	35.31991	136.703349	
21210	恵那市	えなし	恵那市役所	509-7292	恵那市長島町正家1-1-1	0573-26-2111	数値地図画像	35.44932	137.412817	
21211	美濃加茂市	みのかもし	美濃加茂市役所	505-8606	美濃加茂市太田町3431-1	0574-25-2111	数値地図	35.440242	137.015664	
21212	土岐市	ときし	土岐市役所	509-5192	土岐市土岐津町土岐口2101	0572-54-1111	数値地図	35.352497	137.183205	
21213	各務原市	かかみがはらし	各務原市役所	504-8555	各務原市那加桜町1-69	058-383-1111	数値地図	35.398912	136.848393	
21214	可児市	かにし	可児市役所	509-0292	可児市広見1-1	0574-62-1111	数値地図	35.426132	137.061075	
21215	山県市	やまがたし	山県市役所	501-2192	山県市高木1000-1	0581-22-2111	数値地図	35.506111	136.781401	
21216	瑞穂市	みずほし	瑞穂市役所	501-0293	瑞穂市別府1288	058-327-4111	数値地図	35.391826	136.690784	
21217	飛騨市	ひだし	飛騨市役所	509-4292	飛騨市古川町本町2-22	0577-73-2111	数値地図	36.238144	137.186246	
21218	本巣市	もとすし	本巣市役所	501-1292	本巣市文殊324	0581-34-2511	数値地図画像	35.483052	136.678771	
21219	郡上市	ぐじょうし	郡上市役所	501-4297	郡上市八幡町島谷228	0575-67-1121	数値地図	35.748569	136.964368	
21220	下呂市	げろし	下呂市役所	509-2295	下呂市森960	0576-24-2222	数値地図	35.805879	137.244061	下呂庁舎
21221	海津市	かいづし	海津市役所	503-0695	海津市海津町高須515	0584-53-1111	数値地図	35.22047	136.636612	
21302	岐南町	ぎなんちょう	岐南町役場	501-6197	羽島郡岐南町八剣7-107	058-247-1331	数値地図	35.389594	136.78262	
21303	笠松町	かさまつちょう	笠松町役場	501-6181	羽島郡笠松町司町1	058-388-1111	数値地図	35.367222	136.763192	
21341	養老町	ようろうちょう	養老町役場	503-1392	養老郡養老町高田798	0584-32-1100	数値地図	35.308411	136.561359	
21361	垂井町	たるいちょう	垂井町役場	503-2193	不破郡垂井町宮代2957-11	0584-22-1151	Google Maps	35.366268	136.537944	2019/9新庁舎
21362	関ケ原町	せきがはらちょう	関ケ原町役場	503-1592	不破郡関ケ原町大字関ケ原894-58	0584-43-1111	数値地図	35.365523	136.466976	
21381	神戸町	ごうどちょう	神戸町役場	503-2392	安八郡神戸町大字神戸1111	0584-27-3111	数値地図	35.417349	136.608517	
21382	輪之内町	わのうちちょう	輪之内町役場	503-0292	安八郡輪之内町四郷2530-1	0584-69-3111	数値地図	35.285113	136.637444	
21383	安八町	あんぱちちょう	安八町役場	503-0198	安八郡安八町氷取161	0584-64-3111	数値地図	35.335418	136.665415	
21401	揖斐川町	いびがわちょう	揖斐川町役場	501-0692	揖斐郡揖斐川町三輪133	0585-22-2111	数値地図	35.486948	136.5682	
21403	大野町	おおのちょう	大野町役場	501-0592	揖斐郡大野町大字大野80	0585-34-1111	数値地図	35.470675	136.627636	
21404	池田町	いけだちょう	池田町役場	503-2492	揖斐郡池田町六之井1468-1	0585-45-3111	数値地図	35.4423	136.572851	
21421	北方町	きたがたちょう	北方町役場	501-0492	本巣郡北方町長谷川1-1	058-323-1111	地理院地図	35.435721	136.684408	
21501	坂祝町	さかほぎちょう	坂祝町役場	505-8501	加茂郡坂祝町取組46-18	0574-26-7111	数値地図	35.426734	136.98537	
21502	富加町	とみかちょう	富加町役場	501-3392	加茂郡富加町滝田1511	0574-54-2111	数値地図	35.484761	136.979707	
21503	川辺町	かわべちょう	川辺町役場	509-0393	加茂郡川辺町中川辺1518-4	0574-53-2511	数値地図	35.486548	137.070605	
21504	七宗町	ひちそうちょう	七宗町役場	509-0492	加茂郡七宗町上麻生2442-3	0574-48-1111	数値地図	35.54384	137.119946	
21505	八百津町	やおつちょう	八百津町役場	505-0392	加茂郡八百津町八百津3903-2	0574-43-2111	数値地図	35.475988	137.141499	
21506	白川町	しらかわちょう	白川町役場	509-1192	加茂郡白川町河岐715	0574-72-1311	数値地図	35.581862	137.187821	
21507	東白川村	ひがししらかわむら	東白川村役場	509-1392	加茂郡東白川村神土548	0574-78-3111	数値地図	35.64256	137.323745	
21521	御嵩町	みたけちょう	御嵩町役場	505-0192	可児郡御嵩町御嵩1239-1	0574-67-2111	数値地図	35.434493	137.130885	
21604	白川村	しらかわむら	白川村役場	501-5692	大野郡白川村鳩谷517	05769-6-1311	数値地図	36.270904	136.898542	
22000	静岡県	しずおかけん	静岡県庁	420-8601	静岡市葵区追手町9-6	054-221-2455	地理院地図	34.976944	138.383056	
22100	静岡市	しずおかし	静岡市役所	420-8602	静岡市葵区追手町5-1	054-254-2111	数値地図	34.975473	138.382388	
22101	静岡市葵区	しずおかしあおいく	葵区役所	420-8602	静岡市葵区追手町5-1	054-254-2115	数値地図	34.975135	138.383259	
22102	静岡市駿河区	しずおかしするがく	駿河区役所	422-8550	静岡市駿河区南八幡町10-40	054-202-5811	数値地図画像	34.960745	138.404047	
22103	静岡市清水区	しずおかししみずく	清水区役所	424-8701	静岡市清水区旭町6-8	054-354-2111	数値地図	35.01573	138.489603	
22130	浜松市	はままつし	浜松市役所	430-8652	浜松市中区元城町103-2	053-457-2111	数値地図	34.710865	137.726117	
22131	浜松市中区	はままつしなかく	中区役所	430-8652	浜松市中区元城町103-2	053-457-2111	数値地図	34.710865	137.726117	
22132	浜松市東区	はままつしひがしく	東区役所	435-8686	浜松市東区流通元町20-3	053-424-0111	数値地図	34.741339	137.791742	
22133	浜松市西区	はままつしにしく	西区役所	431-0193	浜松市西区雄踏1-31-1	053-597-1111	数値地図	34.692706	137.645322	
22134	浜松市南区	はままつしみなみく	南区役所	430-0898	浜松市南区江之島町600-1	053-425-1111	数値地図	34.667319	137.752372	
22135	浜松市北区	はままつしきたく	北区役所	431-1395	浜松市北区細江町気賀305	053-523-1111	数値地図	34.806151	137.651104	
22136	浜松市浜北区	はままつしはまきたく	浜北区役所	434-8550	浜松市浜北区貴布祢3000	053-587-3111	地理院地図	34.791628	137.783281	
22137	浜松市天竜区	はままつしてんりゅうく	天竜区役所	431-3392	浜松市天竜区二俣町二俣481	053-926-1111	数値地図	34.872686	137.815924	
22203	沼津市	ぬまづし	沼津市役所	410-8601	沼津市御幸町16-1	055-931-2500	数値地図	35.095723	138.863337	
22205	熱海市	あたみし	熱海市役所	413-8550	熱海市中央町1-1	0557-86-6000	数値地図	35.095987	139.071546	
22206	三島市	みしまし	三島市役所	411-8666	三島市北田町4-47	055-975-3111	数値地図	35.118483	138.918501	
22207	富士宮市	ふじのみやし	富士宮市役所	418-8601	富士宮市弓沢町150	0544-22-1111	数値地図	35.221983	138.621656	
22208	伊東市	いとうし	伊東市役所	414-8555	伊東市大原二丁目1-1	0557-36-0111	数値地図	34.96568	139.102048	
22209	島田市	しまだし	島田市役所	427-8501	島田市中央町1-1	0547-37-5111	数値地図	34.836417	138.176055	
22210	富士市	ふじし	富士市役所	417-8601	富士市永田町1-100	0545-51-0123	数値地図	35.161386	138.676311	
22211	磐田市	いわたし	磐田市役所	438-8650	磐田市国府台3-1	0538-37-2111	数値地図	34.717881	137.851511	
22212	焼津市	やいづし	焼津市役所	425-8502	焼津市本町2-16-32	054-626-1111	数値地図	34.866906	138.32326	
22213	掛川市	かけがわし	掛川市役所	436-8650	掛川市長谷一丁目1番地の1	0537-21-1111	数値地図画像	34.768717	137.998403	
22214	藤枝市	ふじえだし	藤枝市役所	426-8722	藤枝市岡出山1-11-1	054-643-3111	数値地図	34.867349	138.257548	
22215	御殿場市	ごてんばし	御殿場市役所	412-8601	御殿場市萩原483	0550-83-1212	数値地図	35.308615	138.934506	
22216	袋井市	ふくろいし	袋井市役所	437-8666	袋井市新屋1-1-1	0538-43-2111	数値地図	34.75016	137.924624	
22219	下田市	しもだし	下田市役所	415-8501	下田市東本郷1-5-18	0558-22-2211	数値地図	34.679536	138.945316	
22220	裾野市	すそのし	裾野市役所	410-1192	裾野市佐野1059	055-992-1111	数値地図	35.173891	138.906724	
22221	湖西市	こさいし	湖西市役所	431-0492	湖西市吉美3268	053-576-1111	数値地図	34.718474	137.531617	
22222	伊豆市	いずし	伊豆市役所	410-2413	伊豆市小立野38-2	0558-72-1111	数値地図	34.976591	138.946715	
22223	御前崎市	おまえざきし	御前崎市役所	437-1692	御前崎市池新田5585	0537-85-1111	数値地図	34.637977	138.128117	
22224	菊川市	きくがわし	菊川市役所	439-8650	菊川市堀之内61	0537-35-2111	数値地図	34.757721	138.084539	
22225	伊豆の国市	いずのくにし	伊豆の国市役所	410-2292	伊豆の国市長岡340-1	055-948-1411	数値地図	35.027713	138.928885	
22226	牧之原市	まきのはらし	牧之原市役所	421-0495	牧之原市静波447-1	0548-23-0001	数値地図	34.740059	138.224641	榛原庁舎
22301	東伊豆町	ひがしいずちょう	東伊豆町役場	413-0411	賀茂郡東伊豆町稲取3354	0557-95-1100	数値地図	34.772816	139.041265	
22302	河津町	かわづちょう	河津町役場	413-0595	賀茂郡河津町田中212-2	0558-34-1111	数値地図	34.757018	138.987622	
22304	南伊豆町	みなみいずちょう	南伊豆町役場	415-0392	賀茂郡南伊豆町下賀茂315-1	0558-62-1111	数値地図	34.651089	138.858533	
22305	松崎町	まつざきちょう	松崎町役場	410-3696	賀茂郡松崎町宮内301-1	0558-42-1111	数値地図	34.752763	138.778757	
22306	西伊豆町	にしいずちょう	西伊豆町役場	410-3514	賀茂郡西伊豆町仁科401-1	0558-52-1111	数値地図	34.771693	138.775334	
22325	函南町	かんなみちょう	函南町役場	419-0192	田方郡函南町平井717-13	055-978-2250	数値地図画像	35.088937	138.953348	
22341	清水町	しみずちょう	清水町役場	411-8650	駿東郡清水町堂庭210-1	055-973-1111	数値地図	35.099015	138.90272	
22342	長泉町	ながいずみちょう	長泉町役場	411-8668	駿東郡長泉町中土狩828	055-989-5500	数値地図	35.137712	138.897258	
22344	小山町	おやまちょう	小山町役場	410-1395	駿東郡小山町藤曲57-2	0550-76-1111	数値地図	35.36011	138.987296	
22424	吉田町	よしだちょう	吉田町役場	421-0395	榛原郡吉田町住吉87	0548-33-1111	数値地図	34.77087	138.251943	
22429	川根本町	かわねほんちょう	川根本町役場	428-0313	榛原郡川根本町上長尾627	0547-56-1111	数値地図	35.046822	138.081695	
22461	森町	もりまち	森町役場	437-0293	周智郡森町森2101-1	0538-85-2111	数値地図	34.835601	137.927088	
23000	愛知県	あいちけん	愛知県庁	460-8501	名古屋市中区三の丸3-1-2	052-961-2111	地理院地図	35.180278	136.906667	
23100	名古屋市	なごやし	名古屋市役所	460-8508	名古屋市中区三の丸3-1-1	052-961-1111	数値地図	35.181433	136.906421	
23101	名古屋市千種区	なごやしちくさく	千種区役所	464-8644	名古屋市千種区覚王山通8-37	052-762-3111	数値地図	35.166534	136.9464	
23102	名古屋市東区	なごやしひがしく	東区役所	461-8640	名古屋市東区筒井1-7-74	052-935-2271	数値地図	35.179314	136.926043	
23103	名古屋市北区	なごやしきたく	北区役所	462-8511	名古屋市北区清水4-17-1	052-911-3131	数値地図	35.194169	136.911558	
23104	名古屋市西区	なごやしにしく	西区役所	451-8508	名古屋市西区花の木二丁目18-1	052-521-5311	数値地図	35.189109	136.890058	
23105	名古屋市中村区	なごやしなかむらく	中村区役所	453-8501	名古屋市中村区竹橋町36-31	052-451-1241	数値地図	35.16874	136.872944	
23106	名古屋市中区	なごやしなかく	中区役所	460-8447	名古屋市中区栄4-1-8	052-241-3601	数値地図	35.168607	136.910156	
23107	名古屋市昭和区	なごやししょうわく	昭和区役所	466-8585	名古屋市昭和区阿由知通3-19	052-731-1511	数値地図	35.150216	136.934166	
23108	名古屋市瑞穂区	なごやしみずほく	瑞穂区役所	467-8531	名古屋市瑞穂区瑞穂通3-32	052-841-1521	数値地図	35.131439	136.934953	
23109	名古屋市熱田区	なごやしあつたく	熱田区役所	456-8501	名古屋市熱田区神宮3-1-15	052-681-1431	数値地図画像	35.128372	136.910317	
23110	名古屋市中川区	なごやしなかがわく	中川区役所	454-8501	名古屋市中川区高畑1-223	052-362-1111	数値地図	35.141539	136.854816	
23111	名古屋市港区	なごやしみなとく	港区役所	455-8520	名古屋市港区港明1-12-20	052-651-3251	数値地図	35.107792	136.885553	
23112	名古屋市南区	なごやしみなみく	南区役所	457-8508	名古屋市南区前浜通3-10	052-811-5161	数値地図画像	35.095127	136.931212	
23113	名古屋市守山区	なごやしもりやまく	守山区役所	463-8510	名古屋市守山区小幡1-3-1	052-793-3434	数値地図	35.203343	136.97633	
23114	名古屋市緑区	なごやしみどりく	緑区役所	458-8585	名古屋市緑区青山2-15	052-621-2111	数値地図	35.070721	136.952602	
23115	名古屋市名東区	なごやしめいとうく	名東区役所	465-8508	名古屋市名東区上社2-50	052-773-1111	数値地図	35.175862	137.010239	
23116	名古屋市天白区	なごやしてんぱくく	天白区役所	468-8510	名古屋市天白区島田2-201	052-803-1111	数値地図	35.12274	136.975049	
23201	豊橋市	とよはしし	豊橋市役所	440-8501	豊橋市今橋町1	0532-51-2111	数値地図	34.769199	137.391469	
23202	岡崎市	おかざきし	岡崎市役所	444-8601	岡崎市十王町2-9	0564-23-6000	数値地図	34.954809	137.172999	
23203	一宮市	いちのみやし	一宮市役所	491-8501	一宮市本町2-5-6	0586-28-8100	数値地図	35.304013	136.802344	
23204	瀬戸市	せとし	瀬戸市役所	489-8701	瀬戸市追分町64-1	0561-82-7111	数値地図	35.22362	137.084117	
23205	半田市	はんだし	半田市役所	475-8666	半田市東洋町2-1	0569-21-3111	数値地図	34.892626	136.93785	
23206	春日井市	かすがいし	春日井市役所	486-8686	春日井市鳥居松町5-44	0568-81-5111	数値地図	35.247664	136.972232	
23207	豊川市	とよかわし	豊川市役所	442-8601	豊川市諏訪1-1	0533-89-2111	数値地図	34.826784	137.375578	
23208	津島市	つしまし	津島市役所	496-8686	津島市立込町2-21	0567-24-1111	数値地図	35.17704	136.741236	
23209	碧南市	へきなんし	碧南市役所	447-8601	碧南市松本町28	0566-41-3311	数値地図	34.884782	136.993362	
23210	刈谷市	かりやし	刈谷市役所	448-8501	刈谷市東陽町1-1	0566-23-1111	数値地図	34.988864	137.00206	
23211	豊田市	とよたし	豊田市役所	471-8501	豊田市西町3-60	0565-31-1212	数値地図	35.082345	137.156224	
23212	安城市	あんじょうし	安城市役所	446-8501	安城市桜町18-23	0566-76-1111	数値地図	34.958644	137.080297	
23213	西尾市	にしおし	西尾市役所	445-8501	西尾市寄住町下田22	0563-56-2111	数値地図	34.862009	137.061741	
23214	蒲郡市	がまごおりし	蒲郡市役所	443-8601	蒲郡市旭町17-1	0533-66-1111	数値地図	34.826439	137.219653	
23215	犬山市	いぬやまし	犬山市役所	484-8501	犬山市大字犬山字東畑36	0568-61-1800	数値地図	35.378641	136.944625	
23216	常滑市	とこなめし	常滑市役所	479-8610	常滑市新開町4-1	0569-35-5111	数値地図	34.886678	136.832375	
23217	江南市	こうなんし	江南市役所	483-8701	江南市赤童子町大堀90	0587-54-1111	数値地図	35.331953	136.870453	
23219	小牧市	こまきし	小牧市役所	485-8650	小牧市堀の内3-1	0568-72-2101	地理院地図	35.290311	136.910948	
23220	稲沢市	いなざわし	稲沢市役所	492-8269	稲沢市稲府町1	0587-32-1111	数値地図	35.248135	136.780216	
23221	新城市	しんしろし	新城市役所	441-1392	新城市字東入船115	0536-23-1111	地理院地図	34.899012	137.497858	
23222	東海市	とうかいし	東海市役所	476-8601	東海市中央町1-1	0562-33-1111	数値地図	35.022976	136.902229	
23223	大府市	おおぶし	大府市役所	474-8701	大府市中央町5-70	0562-47-2111	数値地図	35.011611	136.963868	
23224	知多市	ちたし	知多市役所	478-8601	知多市緑町1	0562-33-3151	数値地図	34.996533	136.864755	
23225	知立市	ちりゅうし	知立市役所	472-8666	知立市広見3-1	0566-83-1111	数値地図	35.001285	137.050843	
23226	尾張旭市	おわりあさひし	尾張旭市役所	488-8666	尾張旭市東大道町原田2600-1	0561-53-2111	数値地図	35.216568	137.035412	
23227	高浜市	たかはまし	高浜市役所	444-1398	高浜市青木町4-1-2	0566-52-1111	数値地図	34.92763	136.98766	
23228	岩倉市	いわくらし	岩倉市役所	482-8686	岩倉市栄町1-66	0587-66-1111	数値地図	35.279433	136.871428	
23229	豊明市	とよあけし	豊明市役所	470-1195	豊明市新田町子持松1-1	0562-92-1111	数値地図	35.053756	137.013124	
23230	日進市	にっしんし	日進市役所	470-0192	日進市蟹甲町池下268	0561-73-7111	数値地図	35.132018	137.039414	
23231	田原市	たはらし	田原市役所	441-3492	田原市田原町南番場30-1	0531-22-1111	数値地図画像	34.668972	137.26383	
23232	愛西市	あいさいし	愛西市役所	496-8555	愛西市稲葉町米野308	0567-26-8111	数値地図画像	35.152802	136.728217	
23233	清須市	きよすし	清須市役所	452-8569	清須市須ケ口1238	052-400-2911	数値地図	35.199848	136.852934	
23234	北名古屋市	きたなごやし	北名古屋市役所	481-8531	北名古屋市西之保清水田15	0568-22-1111	数値地図	35.245657	136.865961	
23235	弥富市	やとみし	弥富市役所	498-8501	弥富市前ケ須町南本田335	0567-65-1111	数値地図画像	35.110118	136.72472	
